uoc,saf,tipo_organismo,n_adj,localidad,provincia,lat,lon,confianza,fuente,verificado
37/079 - Jefatura De Agrupación IX Jujuy,375 - Gendarmeria Nacional,seguridad_defensa,107,San Salvador de Jujuy,Jujuy,-24.1858286711634,-65.2994830799205,alta,deepseek+georef,0
74/26 - Parque Nacional Mburucuya,107 - Administración de Parques Nacionales,administracion,105,Mburucuyá,Corrientes,-28.0468575823017,-58.2303056698416,alta,denominacion,1
37/071 - Agrupación Unidades Operativas Buenos Aires,375 - Gendarmeria Nacional,seguridad_defensa,105,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/119 - Gendarmería Nacional - Escuadrón 61 Salvador Mazza,375 - Gendarmeria Nacional,seguridad_defensa,104,Profesor Salvador Mazza,Salta,-22.0516570030053,-63.6918927739648,alta,manual,1
490 - Agencia de Acceso a la Información Pública,209 - Agencia de Acceso a la Información Pública,administracion,104,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
74/32 - PARQUE NACIONAL MONTE LEÓN,107 - Administración de Parques Nacionales,administracion,102,Monte León,Santa Cruz,-50.2198834,-68.9400934,alta,denominacion,1
37/030 - Jefatura De Agrupación VIFormosa,375 - Gendarmeria Nacional,seguridad_defensa,101,Formosa,Formosa,-26.185008983147,-58.1748964834654,alta,denominacion,1
37/118 - Unidad Especial De Transporte Macacha Guemes,375 - Gendarmeria Nacional,seguridad_defensa,101,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/006 - Escuela Superior De Gn Grl Br D. M.M. Calderón,375 - Gendarmeria Nacional,seguridad_defensa,101,Campo de Mayo,Buenos Aires,-34.5550627752485,-58.6522136037965,media,deepseek+georef,0
28 -  Departamento de Compras y Patrimonio- MTU,322 - Secretaría de Gobierno de Turismo,administracion,100,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/052 - Escuadrón 28 Tunuyan,375 - Gendarmeria Nacional,seguridad_defensa,100,Tunuyán,Mendoza,-33.5812531556326,-69.0153685595424,alta,denominacion,1
182 - Departamento de Compras y Contrataciones- INADI,202 - Instituto Nacional contra la Discriminación; la Xenofobia y el Racismo,administracion,99,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/032 - Escuadrón 16 Clorinda,375 - Gendarmeria Nacional,seguridad_defensa,99,Clorinda,Formosa,-25.2860808806453,-57.7224081997743,alta,denominacion,1
37/41 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 53 JUJUY,375 - Gendarmeria Nacional,seguridad_defensa,99,San Salvador de Jujuy,Jujuy,-24.1858286711634,-65.2994830799205,alta,deepseek+georef,1
84/148 ESCUELA DE TROPAS AEROTRANSPORTADAS Y OPERACIONES ESPECIALES,374 - Estado Mayor General del Ejercito,seguridad_defensa,99,Campo de Mayo,Buenos Aires,-34.5550627752485,-58.6522136037965,media,deepseek+georef,0
37/020 - Escuadrón 4 Concordia,375 - Gendarmeria Nacional,seguridad_defensa,98,Concordia,Entre Ríos,-31.3974508914818,-58.0172034297914,alta,denominacion,1
37/125 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 45 SALTA,375 - Gendarmeria Nacional,seguridad_defensa,98,Salta,Salta,-24.7831983811283,-65.4102509654276,alta,denominacion,1
20 - Dirección General de Administración - INT,117 - Instituto Nacional del Teatro,cultura_educacion,98,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/084 - Escuadrón 14 Las Palmas,375 - Gendarmeria Nacional,seguridad_defensa,97,La Leonesa,Chaco,-27.0381487234311,-58.7072486236073,alta,manual,1
37/134 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 65 CORDOBA,375 - Gendarmeria Nacional,seguridad_defensa,96,Sinsacate,Córdoba,-30.9429292725557,-64.0940329405365,alta,manual,1
37/024 - Escuadrón 8 Alto Uruguay,375 - Gendarmeria Nacional,seguridad_defensa,96,Concepción de la Sierra,Misiones,-27.9805783904721,-55.5215882217731,alta,manual,1
37/046 - Escuadrón 24 Chilecito,375 - Gendarmeria Nacional,seguridad_defensa,95,Chilecito,La Rioja,-29.162385830377,-67.4993074296546,alta,denominacion,1
37/131 - Jefatura De Agrupación XXI  “Santa Fe Norte,375 - Gendarmeria Nacional,seguridad_defensa,95,Reconquista,Santa Fe,-29.1445173299237,-59.6435478986104,media,deepseek+georef,0
84/141 - Jefatura Agrupación de Ingenieros 601,374 - Estado Mayor General del Ejercito,seguridad_defensa,94,Campo de Mayo,Buenos Aires,-34.5550627752485,-58.6522136037965,media,deepseek+georef,0
450/000 - Dirección General de Administración y Finanzas,366 - Secretaría de Gobierno de Modernización,administracion,94,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/073 - Operativo Centinela (Jefatura Zona Oeste),375 - Gendarmeria Nacional,seguridad_defensa,94,La Matanza,Buenos Aires,-34.6776067204493,-58.5610082406866,media,deepseek+georef,0
37/023 - Jefatura De Agrupación Iv Misiones,375 - Gendarmeria Nacional,seguridad_defensa,92,Posadas,Misiones,-27.3664259799962,-55.8939802751923,alta,deepseek+georef,0
37/021 - Escuadrón 6 Concepción Del Uruguay,375 - Gendarmeria Nacional,seguridad_defensa,92,Concepción del Uruguay,Entre Ríos,-32.4846612655344,-58.2321207793941,alta,denominacion,1
59 - Compras-FNA,802 - Fondo Nacional de las Artes,cultura_educacion,92,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/77 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 48 CORRIENTES,375 - Gendarmeria Nacional,seguridad_defensa,91,Corrientes,Corrientes,-27.4633450136008,-58.8394728460849,alta,denominacion,1
37/000 - Departamento Contrataciones,375 - Gendarmeria Nacional,seguridad_defensa,91,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
95/000 - Dirección de Administración de Niñez; Adolescencia y Familia - SENNAF,311 - Desarrollo Humano y Economía Solidaria,salud_social,91,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
503 - SECRETARÍA DE COMUNICACIÓN Y MEDIOS - DIRECCIÓN DE COMPRAS; CONTRATACIONES; PATRIMONIO Y SUMINISTROS,368 - SECRETARÍA DE COMUNICACIÓN Y MEDIOS DE LA PRESIDENCIA DE LA NACIÓN,administracion,90,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/044 - Jefatura De Agrupación  VIII Catamarca,375 - Gendarmeria Nacional,seguridad_defensa,90,San Fernando del Valle de Catamarca,Catamarca,-28.4690132409229,-65.7789173519908,alta,deepseek+georef,0
37/106 - Direccion General De Inteligencia Criminal E Investigaciones,375 - Gendarmeria Nacional,seguridad_defensa,89,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/097 - Comando De Región IV,375 - Gendarmeria Nacional,seguridad_defensa,89,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
74/19 - Parque Nacional El Leoncito,107 - Administración de Parques Nacionales,administracion,87,Barreal,San Juan,-31.6447415,-69.4721794,alta,deepseek+nominatim,0
315/000 - Dirección General de Administración - MP,362 - Ministerio de Producción y Trabajo,administracion,87,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/113 - Jefatura De Agrupacion XXVIII Chaco,375 - Gendarmeria Nacional,seguridad_defensa,87,Resistencia,Chaco,-27.4510757112285,-58.9864835287395,alta,deepseek+georef,0
74/29 - Parque Nacional Laguna Blanca,107 - Administración de Parques Nacionales,administracion,87,Laguna Blanca,Catamarca,-26.5869996,-66.9413064,alta,denominacion,1
37/063 - Jefatura De Agrupación XIV Chubut,375 - Gendarmeria Nacional,seguridad_defensa,87,Rawson,Chubut,-43.3052236685054,-65.1036957322757,alta,deepseek+georef,0
85/000 - Dirección General de Administracion,620 - Tribunal Fiscal de la Nación,administracion,87,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
40/031 - OUC INFRA,381 - Estado Mayor General de La Fuerza Aérea,seguridad_defensa,86,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/085 - Escuadrón 37 Jose De San Martin,375 - Gendarmeria Nacional,seguridad_defensa,86,José de San Martín,Chubut,-44.0514653137899,-70.4707413513195,alta,denominacion,1
262/000 - Dirección General de Administración Y Finanzas - MAD,317 - Secretaría de Gobierno de Ambiente y Desarrollo Sustentable,administracion,85,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/112 - Dirección de Tecnologías de la Información y Comunicaciones,375 - Gendarmeria Nacional,seguridad_defensa,85,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/122 - JEFATURA DE REGIÓN VI,375 - Gendarmeria Nacional,seguridad_defensa,84,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/062 - Escuadrón 35 El Bolson,375 - Gendarmeria Nacional,seguridad_defensa,84,El Bolsón,Río Negro,-41.9650216282198,-71.5343635899288,alta,denominacion,1
142/000 –Subsecretaria de Gestión Administrativa de Innovación; Ciencia y Tecnología,336 - Secretaría de Gobierno de Ciencia; Tecnología e Innovación Productiva,ciencia_universidad,83,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/133 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 64 MENDOZA,375 - Gendarmeria Nacional,seguridad_defensa,83,Mendoza,Mendoza,-32.8897325533642,-68.8444442314254,alta,denominacion,1
37/094 - Centro De Reconocimiento Y Operaciones Contra El Narcotrafico,375 - Gendarmeria Nacional,seguridad_defensa,83,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
84/42 - CENTRO DE EDUCACION OPERACIONAL DUQUE DE CAXIAS,374 - Estado Mayor General del Ejercito,seguridad_defensa,82,Campo de Mayo,Buenos Aires,-34.5550627752485,-58.6522136037965,media,deepseek+georef,0
74/11 - Dirección Regional Patagonia Norte - APN,107 - Administración de Parques Nacionales,administracion,81,San Carlos de Bariloche,Río Negro,-41.1358081611304,-71.3043392567773,alta,deepseek+georef,0
37/102 - Destacamento Movil 6,375 - Gendarmeria Nacional,seguridad_defensa,80,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/108 - Dirección De Educación E Institutos,375 - Gendarmeria Nacional,seguridad_defensa,80,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
38/10 - Unidad Operativa de Contrataciones - Escuela de Oficiales de la Armada,379 - Estado Mayor General de la Armada,seguridad_defensa,80,Puerto Belgrano,Buenos Aires,-38.8778269,-62.090821,media,deepseek+nominatim,0
37/048 - Escuadrón 25 Jachal,375 - Gendarmeria Nacional,seguridad_defensa,80,San José de Jáchal,San Juan,-30.2417460758843,-68.7464564792971,alta,manual,1
74/45 - Parque Nacional Islas de Santa Fe,107 - Administración de Parques Nacionales,administracion,79,Santa Fe,Santa Fe,-31.6574749533861,-60.7104784410123,alta,denominacion,1
334/000 - Coordinación de Compras y Contrataciones - MA,363 - Secretaría de Gobierno de Agroindustria,administracion,78,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/028 - Escuadrón 12 Bernardo De Irigoyen,375 - Gendarmeria Nacional,seguridad_defensa,78,Bernardo de Irigoyen,Misiones,-26.255330197167,-53.6467345738917,alta,denominacion,1
37/008 - Destacamento Movil 3,375 - Gendarmeria Nacional,seguridad_defensa,78,,,,,baja,sin_resolver,0
37/098 - Escuadron 1 Roque Saenz Peña,375 - Gendarmeria Nacional,seguridad_defensa,78,Presidencia Roque Sáenz Peña,Chaco,-26.7909717754736,-60.4412483249411,alta,manual,1
74/15 - Parque Nacional Sierra de las Quijadas - Dpto. Administracion,107 - Administración de Parques Nacionales,administracion,78,San Luis,San Luis,-33.3020864829706,-66.336854573535,alta,deepseek+georef,0
37/053 - Escuadrón 29 Malargüe,375 - Gendarmeria Nacional,seguridad_defensa,77,Malargüe,Mendoza,-35.4683739980962,-69.5847075525399,alta,denominacion,1
40/001 - UOC DPTO CDR,381 - Estado Mayor General de La Fuerza Aérea,seguridad_defensa,77,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/059 - Escuadrón 32 Alumine,375 - Gendarmeria Nacional,seguridad_defensa,76,Aluminé,Neuquén,-39.2384698023024,-70.9159526192148,alta,denominacion,1
37/031 - Escuadrón 5 Pirané,375 - Gendarmeria Nacional,seguridad_defensa,76,Pirané,Formosa,-25.7326498192715,-59.1098080633516,alta,denominacion,1
42/02 -  Fabrica Militar Rio Tercero,451 - Dirección General de Fabricaciones Militares,seguridad_defensa,76,Río Tercero,Córdoba,-32.1767393738221,-64.1129628407675,alta,denominacion,1
37/101 - Escuadron 41 Comodoro Rivadavia,375 - Gendarmeria Nacional,seguridad_defensa,76,Comodoro Rivadavia,Chubut,-45.8625644045819,-67.494000786158,alta,denominacion,1
37/043 - Escuadrón 55 Tucumán,375 - Gendarmeria Nacional,seguridad_defensa,75,San Miguel de Tucumán,Tucumán,-26.8303887617109,-65.2037797033494,alta,deepseek+georef,1
74/8 - Parque Nacional Los Glaciares,107 - Administración de Parques Nacionales,administracion,75,El Calafate,Santa Cruz,-50.3380295398274,-72.2606652422011,alta,deepseek+georef,0
37/086 - Escuadrón Seguridad Vial Rafaela,375 - Gendarmeria Nacional,seguridad_defensa,75,Rafaela,Santa Fe,-31.2526675330419,-61.4916615599108,alta,denominacion,1
37/049 - Escuadrón 26 Barreal,375 - Gendarmeria Nacional,seguridad_defensa,75,Barreal,San Juan,-31.6447415,-69.4721794,alta,denominacion,1
37/035 - Jefatura de Región III,375 - Gendarmeria Nacional,seguridad_defensa,74,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/066 - Jefatura De Agrupacion XVISanta Cruz,375 - Gendarmeria Nacional,seguridad_defensa,73,Río Gallegos,Santa Cruz,-51.6234632663739,-69.2158645331237,media,deepseek+georef,0
37/130 JEFATURA DE REGION VIII,375 - Gendarmeria Nacional,seguridad_defensa,73,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
457/000 - SECRETARÍA DE MEDIOS Y COMUNICACIÓN PÚBLICA - COORD. COMPRAS Y CONTRATACIONES,347 - Secretaría de Medios y Comunicación Pública,administracion,73,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
74/36 - Reserva Natural Formosa,107 - Administración de Parques Nacionales,administracion,73,Formosa,Formosa,-26.185008983147,-58.1748964834654,alta,denominacion,1
29/000 - Dirección General de Administracion,323 - Comision Nacional de Comercio Exterior,administracion,72,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
84/121 - DISTRITO ELECTORAL - CHUBUT,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,72,Rawson,Chubut,-43.3052236685054,-65.1036957322757,media,deepseek+georef,0
74/6 - Parque Nacional Calilegua,107 - Administración de Parques Nacionales,administracion,72,Calilegua,Jujuy,-23.7745688572598,-64.7700370415998,alta,denominacion,1
37/022 - Escuadrón 56 Gualeguaychú,375 - Gendarmeria Nacional,seguridad_defensa,70,Gualeguaychú,Entre Ríos,-33.0077976973495,-58.5107700863228,alta,denominacion,1
37/057 - Escuadrón 30 Chos Malal,375 - Gendarmeria Nacional,seguridad_defensa,70,Chos Malal,Neuquén,-37.3748278814013,-70.2763310746376,alta,denominacion,1
37/100 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 59 SANTIAGO DEL ESTERO,375 - Gendarmeria Nacional,seguridad_defensa,70,Santiago del Estero,Santiago del Estero,-27.787684474002,-64.259668066644,alta,denominacion,1
74/52 - PARQUE FEDERAL CAMPO SAN JUAN,107 - Administración de Parques Nacionales,administracion,69,Campo San Juan,Misiones,-27.3965483,-55.649989,alta,denominacion,1
160 - Gestión de compras- TTN,612 - Tribunal de Tasaciones de la Nación,administracion,68,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/127 - Jefatura De Agrupación XX Cordoba,375 - Gendarmeria Nacional,seguridad_defensa,68,Córdoba,Córdoba,-31.4150461523809,-64.1791140755104,alta,denominacion,1
37/128 - Escuadron Seguridad Vial Villa Maria,375 - Gendarmeria Nacional,seguridad_defensa,68,Villa María,Córdoba,-32.4135041930881,-63.248329032642,alta,denominacion,1
84/113 - DISTRITO ELECTORAL - SANTIAGO DEL ESTERO,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,68,Santiago del Estero,Santiago del Estero,-27.787684474002,-64.259668066644,alta,denominacion,1
37/004 - Unidad De Inteligencia Buenos Aires Sur,375 - Gendarmeria Nacional,seguridad_defensa,68,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
84/122 - DISTRITO ELECTORAL - CORDOBA,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,66,Córdoba,Córdoba,-31.4150461523809,-64.1791140755104,alta,denominacion,1
84/102 - DISTRITO ELECTORAL - MENDOZA,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,66,Mendoza,Mendoza,-32.8897325533642,-68.8444442314254,alta,denominacion,1
74/18 - CENTRO DE FORMACION Y CAPACITACION EMBALSE,107 - Administración de Parques Nacionales,administracion,65,Embalse,Córdoba,-32.206746994887,-64.4006426100595,alta,denominacion,1
37/082 - Escuadrón Segurdad Atucha,375 - Gendarmeria Nacional,seguridad_defensa,65,Lima,Buenos Aires,-34.0447948866739,-59.1961491544738,media,deepseek+georef,0
84/123 - DISTRITO ELECTORAL - CORRIENTES,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,65,Corrientes,Corrientes,-27.4633450136008,-58.8394728460849,alta,denominacion,1
84/124 - DISTRITO ELECTORAL - ENTRE RIOS,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,65,Paraná,Entre Ríos,-31.7401601621031,-60.5274260494443,media,deepseek+georef,0
58/01 - Fideicomiso- ORSNA,664 - Organismo Regulador del Sistema Nacional de Aeropuertos,administracion,65,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
40/023 - DIVISIÓN CONTRATACIONES MORENO,381 - Estado Mayor General de La Fuerza Aérea,seguridad_defensa,65,Moreno,Buenos Aires,-34.6469059433022,-58.7889292381186,alta,denominacion,1
37/136 - ESCUADRON 49 SAN VICENTE,375 - Gendarmeria Nacional,seguridad_defensa,65,San Vicente,Buenos Aires,-35.0259018058616,-58.4224036148088,alta,denominacion,1
37/76 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 15 BAJO PARAGUAY,375 - Gendarmeria Nacional,seguridad_defensa,64,Formosa,Formosa,-26.185008983147,-58.1748964834654,alta,manual,1
37/80 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 46 ROSARIO-VICTORIA,375 - Gendarmeria Nacional,seguridad_defensa,64,Rosario,Santa Fe,-32.9472133838031,-60.6331755763544,alta,denominacion,1
37/091 - Escuadrón Seguridad Vial San Justo,375 - Gendarmeria Nacional,seguridad_defensa,64,San Justo,Santa Fe,-30.7891711509703,-60.5933005911998,alta,denominacion,1
37/126 - Centro De Apoyo Y Adiestramiento Antidrogas General Mosconi,375 - Gendarmeria Nacional,seguridad_defensa,63,General Mosconi,Salta,-22.5995511048695,-63.8113270912528,alta,denominacion,1
143/000 - AGENCIA NACIONAL DE PROMOCIÓN DE LA INVESTIGACIÓN; EL DESARROLLO TECNOLÓGICO Y LA INNOVACIÓN,173 - AGENCIA NACIONAL DE PROMOCIÓN DE LA INVESTIGACIÓN; EL DESARROLLO TECNOLÓGICO Y LA INNOVACIÓN,ciencia_universidad,63,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
84/112 - DISTRITO ELECTORAL - SAN LUIS,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,63,San Luis,San Luis,-33.3020864829706,-66.336854573535,alta,denominacion,1
37/039 - Escuadrón 21 La Quiaca,375 - Gendarmeria Nacional,seguridad_defensa,63,La Quiaca,Jujuy,-22.1044517820432,-65.5963734749511,alta,denominacion,1
50 - Departamento de Compras y Contrataciones,614 - Instituto Nacional de las Semillas,administracion,63,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/069 - Escuadrón 43 Rio Turbio,375 - Gendarmeria Nacional,seguridad_defensa,63,Río Turbio,Santa Cruz,-51.5369364,-72.3360417,alta,denominacion,1
37/117 - Escuadron Seguridad Vial Pergamino,375 - Gendarmeria Nacional,seguridad_defensa,62,Pergamino,Buenos Aires,-33.8911091446081,-60.5745861929678,alta,denominacion,1
84/103 - DISTRITO ELECTORAL - MISIONES,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,61,Posadas,Misiones,-27.3664259799962,-55.8939802751923,media,deepseek+georef,0
327/1 - Fideicomiso ANAC,669 - Administración Nacional de Aviación Civil,administracion,60,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
84/120 - DISTRITO ELECTORAL - CHACO,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,60,Resistencia,Chaco,-27.4510757112285,-58.9864835287395,media,deepseek+georef,0
37/068 - Escuadrón 42 Calafate,375 - Gendarmeria Nacional,seguridad_defensa,60,El Calafate,Santa Cruz,-50.3380295398274,-72.2606652422011,alta,deepseek+georef,1
84/115 - DISTRITO ELECTORAL - SANTA CRUZ,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,59,Río Gallegos,Santa Cruz,-51.6234632663739,-69.2158645331237,media,deepseek+georef,0
74/30 - Parque Nacional Perito Moreno,107 - Administración de Parques Nacionales,administracion,58,Perito Moreno,Santa Cruz,-46.5938169680365,-70.9299116754894,alta,denominacion,1
84/111 - DISTRITO ELECTORAL - RIO NEGRO,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,58,Viedma,Río Negro,-40.8083677299022,-62.9949287297467,media,deepseek+georef,0
37/114 - Jefatura Agrupacion XIX Tierra Del Fuego,375 - Gendarmeria Nacional,seguridad_defensa,58,Ushuaia,Tierra del Fuego,-54.8074039816905,-68.3037571781958,media,deepseek+georef,0
74/50 - Parque Nacional traslasierra,107 - Administración de Parques Nacionales,administracion,57,Villa Dolores,Córdoba,-31.9449767629495,-65.1902396962461,media,deepseek+georef,0
37/090 – Agrupación “Cinturón Sur,375 - Gendarmeria Nacional,seguridad_defensa,55,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/067 - Escuadrón 39 Perito Moreno,375 - Gendarmeria Nacional,seguridad_defensa,55,Perito Moreno,Santa Cruz,-46.5938169680365,-70.9299116754894,alta,denominacion,1
37/75 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 50 POSADAS,375 - Gendarmeria Nacional,seguridad_defensa,53,Posadas,Misiones,-27.3664259799962,-55.8939802751923,alta,denominacion,1
37/056 - Jefatura De Agrupación XII Comahue,375 - Gendarmeria Nacional,seguridad_defensa,52,Neuquén,Neuquén,-38.9518288206176,-68.0591813073308,media,deepseek+georef,0
74/47 - Dirección Regional Patagonia Austral - APN,107 - Administración de Parques Nacionales,administracion,52,Río Gallegos,Santa Cruz,-51.6234632663739,-69.2158645331237,media,deepseek+georef,0
37/034 - Escuadrón 19 Ingeniero Juarez,375 - Gendarmeria Nacional,seguridad_defensa,52,Ingeniero Juárez,Formosa,-23.8987602,-61.8545928,alta,denominacion,1
84/126 - SUBDISTRITO ELECTORAL TIGRE,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,52,Tigre,Buenos Aires,-34.4248130997973,-58.5755281971763,alta,denominacion,1
37/033 - Escuadron 18 Lomitas,375 - Gendarmeria Nacional,seguridad_defensa,50,Las Lomitas,Formosa,-24.7081356055775,-60.5913768828427,alta,manual,1
37/087 - Escuadron Seguridad Vial Sierra Grande,375 - Gendarmeria Nacional,seguridad_defensa,50,Sierra Grande,Río Negro,-41.6054599449508,-65.3570237719529,alta,denominacion,1
37/088 - Escuadron Seguridad Vial Balcarce,375 - Gendarmeria Nacional,seguridad_defensa,50,Balcarce,Buenos Aires,-37.8463826227702,-58.2554911688579,alta,denominacion,1
84/118 - DISTRITO ELECTORAL - CABA,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,49,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/058 - Escuadrón 31 Las Lajas,375 - Gendarmeria Nacional,seguridad_defensa,49,Las Lajas,Neuquén,-38.5234149456937,-70.361640644378,alta,denominacion,1
84/119 - DISTRITO ELECTORAL - CATAMARCA,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,48,San Fernando del Valle de Catamarca,Catamarca,-28.4690132409229,-65.7789173519908,media,deepseek+georef,0
182 - Departamento de Compras y Contrataciones- INADI,202 - Instituto Nacional contra la Discriminación; Xenofobia y el Racismo,administracion,47,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/092 - Escuadrón Seguridad Embalse,375 - Gendarmeria Nacional,seguridad_defensa,47,Embalse,Córdoba,-32.206746994887,-64.4006426100595,alta,denominacion,1
42 -  Dirección General de Fabricaciones Militares (SC)-FFMM,451 - Dirección General de Fabricaciones Militares,seguridad_defensa,46,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
74/05 - Parque Nacional El Rey,107 - Administración de Parques Nacionales,administracion,46,Embarcación,Salta,-23.2077625709462,-64.0949438566909,media,deepseek+georef,0
37/065 - Escuadrón 38 Rio Mayo,375 - Gendarmeria Nacional,seguridad_defensa,46,Río Mayo,Chubut,-45.6861769975897,-70.2566379579333,alta,denominacion,1
84/104 - DISTRITO ELECTORAL - NEUQUEN,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,46,Neuquén,Neuquén,-38.9518288206176,-68.0591813073308,alta,denominacion,1
74/33 - Monumento Natural Bosques Petrificados,107 - Administración de Parques Nacionales,administracion,44,Jaramillo,Santa Cruz,-47.1840284109773,-67.1447240080037,media,deepseek+georef,0
37/081 - Escuadrón Seguridad El Chocon,375 - Gendarmeria Nacional,seguridad_defensa,43,Villa El Chocón,Neuquén,-39.2615472701827,-68.7789277377405,alta,manual,1
74/38 - Parque Interjurisdiccional Marino Costero Patagonia,107 - Administración de Parques Nacionales,administracion,43,Puerto Madryn,Chubut,-42.7672814961937,-65.0366755877063,media,deepseek+georef,0
37/096 - Escuadrón 58 La Rioja,375 - Gendarmeria Nacional,seguridad_defensa,43,La Rioja,La Rioja,-29.412884219358,-66.8558279775847,alta,denominacion,1
37/155 - INSTITUTO DE FORMACIÓN DE GENDARMES GENDARME MIGUEL ANGEL TRIPPEPI,375 - Gendarmeria Nacional,seguridad_defensa,43,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
408 - Centro Internacional - CIPDH,206 - Centro Internacional para la Promoción de los Derechos Humanos,administracion,43,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
84/144-REGIMIENTO DE INFANTERIA 4,374 - Estado Mayor General del Ejercito,seguridad_defensa,41,Monte Caseros,Corrientes,-30.2494229600191,-57.6294817667543,media,deepseek+georef,0
93 - Sector Compras- ORSEP,656 - Organismo Regulador de Seguridad de Presas,administracion,41,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
74/24 - Direccion Regional NEA,107 - Administración de Parques Nacionales,administracion,40,Puerto Iguazú,Misiones,-25.5972100979327,-54.5772230013845,media,deepseek+georef,0
74/43 - Parque Nacional Patagonia,107 - Administración de Parques Nacionales,administracion,40,El Chaltén,Santa Cruz,-49.3328246557123,-72.8859114198951,media,deepseek+georef,0
42/01 -  Fábrica Militar de Pólvoras y Explosivos Villa María - Compras,451 - Dirección General de Fabricaciones Militares,seguridad_defensa,40,Villa María,Córdoba,-32.4135041930881,-63.248329032642,alta,denominacion,1
